"id","conversation_id","full_text","url","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","hashtags/20","hashtags/21","hashtags/22","hashtags/23","hashtags/24","hashtags/25","hashtags/26","view_count","favorite_count","retweet_count","reply_count","created_at"
"1645706708122222592","1645706708122222592","Still like to pass through the chair arms 🤣🥰🐶🐾🦴
#corgi #dog #Tranding #puppies https://t.co/vJ1DA1AMKL","https://twitter.com/LisaNSanders1/status/1645706708122222592","corgi","dog","Tranding","puppies",,,,,,,,,,,,,,,,,,,,,,,,"10578","620","61","23","2023-04-11T08:33:49.000Z"
"1648350205169770496","1648350205169770496","gm! ☕️

‘Country Dog’ (2023) - LE coming soon! https://t.co/dSV1PL1yeX","https://twitter.com/russellgreenart/status/1648350205169770496",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1693","184","32","52","2023-04-18T15:38:08.000Z"
"1645151695251308544","1645151695251308544","Auld Alfie's day in the Loch 💦 
#dogsoftwitter #dog #dogs #scotland https://t.co/NyUKPpCR5o","https://twitter.com/BertsLegacy/status/1645151695251308544","dogsoftwitter","dog","dogs","scotland",,,,,,,,,,,,,,,,,,,,,,,,"31361","2760","123","38","2023-04-09T19:48:24.000Z"
"1648320695431057414","1648320695431057414","Please retweet to help Daisy find a home #HAREFIELD #UK     
Affectionate Harrier aged 5-7. She is looking for an active, adult home. She needs to be the only pet, enjoys cuddles  and has a lovely personality.   

DETAILS or APPLY https://t.co/XcQzrsN33N…#dogs #Hounds #animals https://t.co/HwIlmgvsoY","https://twitter.com/AdoptionsUk/status/1648320695431057414","HAREFIELD","UK","dogs","Hounds","animals",,,,,,,,,,,,,,,,,,,,,,,"3868","129","226","0","2023-04-18T13:40:52.000Z"
"1648347544815116288","1648347544815116288","I am not a poser... Honestly
#DogsofTwittter #boxerdog https://t.co/Rfz0MafKZX","https://twitter.com/NoNameDog5/status/1648347544815116288","DogsofTwittter","boxerdog",,,,,,,,,,,,,,,,,,,,,,,,,,"278","40","4","2","2023-04-18T15:27:34.000Z"
"1648316082782969861","1648316082782969861","#TongueOutTuesday #dogs #DogsofTwittter #ZSHQ 😛#tuesdayvibe  #JackRussell #DogsOnTwitter 🌸😛🌸
ToT for me, Little Bear, w baby Baby Bea peekin out! https://t.co/xWMLqqZPvn","https://twitter.com/BelleLBear/status/1648316082782969861","TongueOutTuesday","dogs","DogsofTwittter","ZSHQ","tuesdayvibe","JackRussell","DogsOnTwitter",,,,,,,,,,,,,,,,,,,,,"1765","88","11","8","2023-04-18T13:22:33.000Z"
"1648342970108907520","1648342970108907520","Freen and her love for dogs 🤍🐾 

#srchafreen https://t.co/OJEUiDIWLi","https://twitter.com/officialFBUS/status/1648342970108907520","srchafreen",,,,,,,,,,,,,,,,,,,,,,,,,,,"1816","140","32","1","2023-04-18T15:09:23.000Z"
"1648292444939665409","1648292444939665409","Please retweet to help Daisy find a home #MANCHESTER #UK 

Medium sized, Crossbreed aged 2. Daisy is initially nervous and needs a quiet, adult home as the only pet.

DETAILS or APPLY👇
https://t.co/OaoFQAMdP5
#dogs #pets #animals https://t.co/3jTpoVkGck","https://twitter.com/AdoptionsUk/status/1648292444939665409","MANCHESTER","UK","dogs","pets","animals",,,,,,,,,,,,,,,,,,,,,,,"6038","280","362","2","2023-04-18T11:48:37.000Z"
"1648338234345394182","1648338234345394182","Caste dog @KicchaSudeep thulmiki dog 🐕🐕🐕 #blb #kaatera #DBoss https://t.co/hxI29gcjlm","https://twitter.com/lucha46official/status/1648338234345394182","blb","kaatera","DBoss",,,,,,,,,,,,,,,,,,,,,,,,,"1062","82","38","5","2023-04-18T14:50:34.000Z"
"1648274427488923649","1648274427488923649","Happy #TongueOutTuesday from Silver 🐶.

#Husky #Huskies #husky #huskies #dogs #dogsoftwitter https://t.co/hJziqEa7y7","https://twitter.com/SjCattledog/status/1648274427488923649","TongueOutTuesday","Husky","Huskies","husky","huskies","dogs","dogsoftwitter",,,,,,,,,,,,,,,,,,,,,"795","90","11","10","2023-04-18T10:37:01.000Z"
"1647991380504084481","1647991380504084481","Very cute boy 😍
#dogs https://t.co/6IU5JZ58Ow","https://twitter.com/Gold_enRetriver/status/1647991380504084481","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,,"2516","164","12","2","2023-04-17T15:52:17.000Z"
"1648319292528623618","1648319292528623618","No more Mr. Nice Homestead https://t.co/kTxiTUwWM4","https://twitter.com/NativeIndianDog/status/1648319292528623618",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2596","57","10","2","2023-04-18T13:35:18.000Z"
"1647941678563745793","1647941678563745793","It’s the Video Pupdate!
We have:
✅ Water Beakering 
✅ Fourth Winter
✅ Outside Ginger
✅ A fully healed Bunsen ❤️
#ThePupdate #dogs https://t.co/DaWBvcFq5X","https://twitter.com/bunsenbernerbmd/status/1647941678563745793","ThePupdate","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,"40384","970","57","38","2023-04-17T12:34:48.000Z"
"1648315357881311233","1648315357881311233","🌅GM...GA....GN

🦴9 days.....

🔔TURN NOTIS ON....

🐕‍🦺Go Snuggle a doggie today....

✅And don't be a sh*tty person...

Major Gigolo Vibes 😂😂👇👇 https://t.co/Ort9ZlG7wh","https://twitter.com/DogSanctuaryNFT/status/1648315357881311233",,,,,,,,,,,,,,,,,,,,,,,,,,,,"531","17","9","7","2023-04-18T13:19:40.000Z"
"1646753457745821696","1646753457745821696","Friends! Mum apologises! We were so busy over Easter that she forgot to show you our Special Easter Breakfast- so here it is now. Baby Dog ate his food SO FAST that I feared for mine (and for the Easter Bunnies) but he behaved Very Well Indeed! #Malcy #BabyDog #cats #dogs #Friday https://t.co/Y4EDinWCq2","https://twitter.com/Malcolm_theCat/status/1646753457745821696","Malcy","BabyDog","cats","dogs","Friday",,,,,,,,,,,,,,,,,,,,,,,"19150","2753","199","222","2023-04-14T05:53:14.000Z"
"1646595236561563649","1646595236561563649","💔🆘💔 Downey #California ACC's newest ""longest resident"" (stray intake 2-15) is sweetheart pibble BLUE (as listed on website) She's 5 yo, a petite 43 lb, loves belly rubs &amp; is good with calm large #dogs . On the euth list 😨 Needs a #SoCal hero 🙏 ASAP. info ⬇
#A5534348 https://t.co/Wfj6oHIQ7r","https://twitter.com/mapleveewesem/status/1646595236561563649","California","dogs","SoCal","A5534348",,,,,,,,,,,,,,,,,,,,,,,,"7469","306","408","34","2023-04-13T19:24:31.000Z"
"1646370412799078401","1646370412799078401","Just heard about the healthy dogs being confined in Jodhpur. They deserve to be released to their territories. Keeping them in shelters is not the way forward. Let's give them the freedom they deserve! #FreeJodhpurDog 
#dogs https://t.co/NQmvM07NTm","https://twitter.com/TheViditsharma/status/1646370412799078401","FreeJodhpurDog","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,"61226","335","162","136","2023-04-13T04:31:09.000Z"
"1646254173179244544","1646254173179244544","🆘💔🆘 It's Wednesday, the day Downey #California ACC is open for walk in adoptions late, 2-7 p.m. The shelter has SO many euth list #dogs who need #SoCal homes 🙏 
Just 2 (+2 attached)
Mint #A5537291 2 yo 59 lb female
Simba #A5466653 2 yo 90 lb male
info ⬇ https://t.co/Nq7uSPeqbu","https://twitter.com/mapleveewesem/status/1646254173179244544","California","dogs","SoCal","A5537291","A5466653",,,,,,,,,,,,,,,,,,,,,,,"14676","225","300","5","2023-04-12T20:49:15.000Z"
"1644933702479396864","1644933702479396864","🆘💔🆘 2 Downey #California ACC #Huskies have already been saved from the euth list, but there are still SIX more 😲 + 2 holdovers from last week. Both DUKE #A5538453 &amp; CHOWDER #A5538496 are just 1 yo &amp; 52 lb. #ADOPT or #FOSTER ASAP 🙏 More ⬇ 
#AdoptDontShop #dogsoftwitter https://t.co/oc1QjhWrsp","https://twitter.com/mapleveewesem/status/1644933702479396864","California","Huskies","A5538453","A5538496","ADOPT","FOSTER","AdoptDontShop","dogsoftwitter",,,,,,,,,,,,,,,,,,,,"35061","292","405","25","2023-04-09T05:22:10.000Z"
"1587730689008570368","1587730689008570368","Surf the web faster and safety with new BRAVE browser","https://twitter.com/TiendasPremier/status/1587730689008570368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"315","1385","1016","2022-11-02T08:57:49.000Z"
"1648314922885959685","1648314922885959685","Today is my 19th birthday hope I get some love here 💕💕 https://t.co/kH9F7rQKcQ","https://twitter.com/DogLovers03/status/1648314922885959685",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5562","937","40","90","2023-04-18T13:17:56.000Z"
"1647313051954151424","1647313051954151424","Never thought I’d witness the Wranglerstar Anarchist Cookbook arc but I’m here for it. Something something hard times create strong men and all that jazz.","https://twitter.com/punishedforest/status/1647313051954151424",,,,,,,,,,,,,,,,,,,,,,,,,,,,"18191","375","27","21","2023-04-15T18:56:51.000Z"
"1433118016288526345","1433118016288526345","If you or a loved one are a survivor of sexual assault in the military, know that confidential &amp; anonymous support is available. Read more about the Safe Helpline team and types of support available today at https://t.co/rNa50ZNG75.","https://twitter.com/RAINN/status/1433118016288526345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"201","63","31","2021-09-01T17:22:15.000Z"
"1648351333525909504","1648351333525909504","Fast and last time. 🤟
#dogs #funny https://t.co/cSRj4bwtz2","https://twitter.com/dachshund_unity/status/1648351333525909504","dogs","funny",,,,,,,,,,,,,,,,,,,,,,,,,,"73","10","2","0","2023-04-18T15:42:37.000Z"
"1647627005838622726","1647627005838622726","Healing and recovering ❤️
#dogs https://t.co/0n9Acew1AY","https://twitter.com/TheViditsharma/status/1647627005838622726","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,,"8880","562","73","10","2023-04-16T15:44:24.000Z"
"1647500686349697024","1647500686349697024","“Welcome home mum!!”🐺❤️
#IrishWolfhound #DogsofTwittter #dogs https://t.co/ZEy8gWPyWB","https://twitter.com/wolvebrigg/status/1647500686349697024","IrishWolfhound","DogsofTwittter","dogs",,,,,,,,,,,,,,,,,,,,,,,,,"5658","499","39","32","2023-04-16T07:22:27.000Z"
"1647495823381651456","1647495823381651456","Crazy time🥴
#goldenretriever #dogs #dogsoftwitter https://t.co/vZEzzM2c1Z","https://twitter.com/retrieverclub24/status/1647495823381651456","goldenretriever","dogs","dogsoftwitter",,,,,,,,,,,,,,,,,,,,,,,,,"31681","1318","126","5","2023-04-16T07:03:07.000Z"
"1647336743518240768","1647336743518240768","Yup….it’s a #dogs life 💕🩵🤣🐶 https://t.co/ICPdhT4cNW","https://twitter.com/cory10771/status/1647336743518240768","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,,"2938","107","18","7","2023-04-15T20:31:00.000Z"
"1647280238613893121","1647280238613893121","Rate this cuteness out of 10!😘
#dogs https://t.co/xINg7bdISp","https://twitter.com/usa_retriever1/status/1647280238613893121","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,,"1560","106","24","11","2023-04-15T16:46:28.000Z"
"1648392990551932929","1648392990551932929","We are family 😍😍 https://t.co/OFm8SDTsWs","https://twitter.com/thehappydog_/status/1648392990551932929",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2211","183","18","0","2023-04-18T18:28:09.000Z"
"1647253448499384322","1647253448499384322","3239. Bluey and Bingo (Fan Art)
#bluey #art #illustration #cute #dogs https://t.co/Qa2IWw8P4o","https://twitter.com/Cryptid_Create/status/1647253448499384322","bluey","art","illustration","cute","dogs",,,,,,,,,,,,,,,,,,,,,,,"28596","1515","318","6","2023-04-15T15:00:01.000Z"
"1648383573031010304","1648383573031010304","HOURS LEFT, handsome and adorable King G #167500 is DELISTED in preparation to die. Friendly and social, he loves playtime and snuggles - but this isn’t enough to keep him from the NYCACC killers. Needs an urgent foster or adopter VA to ME and to be your only dog. Please let’s… https://t.co/KWh4mCetyd","https://twitter.com/TomJumboGrumbo/status/1648383573031010304",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2183","95","150","10","2023-04-18T17:50:43.000Z"
"1646927651897221120","1646927651897221120","Lets be the voice of these Voiceless souls
#dogs https://t.co/dR1FuzAkW8","https://twitter.com/TheViditsharma/status/1646927651897221120","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,,"7654","423","130","18","2023-04-14T17:25:25.000Z"
"1648379695761702926","1648379695761702926","FROGS OVER DOGS

🐸 @pepecoineth 🐸 https://t.co/jHQK0Z4gUx","https://twitter.com/Pauly0x/status/1648379695761702926",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3220","239","82","13","2023-04-18T17:35:19.000Z"
"1646901877693468673","1646901877693468673","Cute Puppies .. Rate Please .💕😍😍 #germanshepherd #dogs #gsd #dogsoftwitter

Shop 👉 https://t.co/XVRHipxKun https://t.co/KgJthgs07J","https://twitter.com/just_gsd/status/1646901877693468673","germanshepherd","dogs","gsd","dogsoftwitter",,,,,,,,,,,,,,,,,,,,,,,,"26338","1820","115","18","2023-04-14T15:43:00.000Z"
"1648350925113929729","1648350925113929729","Entitled to 2 seats?  LOL","https://twitter.com/RDog861/status/1648350925113929729",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3759","28","9","54","2023-04-18T15:41:00.000Z"
"1646604253505507336","1646604253505507336","Timeline Cleanse!
#dogs #pets https://t.co/lw5AxwRCVZ","https://twitter.com/bunsenbernerbmd/status/1646604253505507336","dogs","pets",,,,,,,,,,,,,,,,,,,,,,,,,,"28115","1820","98","7","2023-04-13T20:00:21.000Z"
"1646388269901402112","1646388269901402112","Chums! It’s #ThrowbackThursday and Mum found this lovely video of Malcy and I having a Great Cuddle. It shows how much we love each other, don’t you think? I can’t imagine being without him ❤️❤️❤️ #BabyDog #Malcy #catsoftwitter #dogsoftwitter #cats #dogs https://t.co/88Tyczw8FI","https://twitter.com/Malcolm_theCat/status/1646388269901402112","ThrowbackThursday","BabyDog","Malcy","catsoftwitter","dogsoftwitter","cats","dogs",,,,,,,,,,,,,,,,,,,,,"23030","3181","242","268","2023-04-13T05:42:06.000Z"
"1648349307299307526","1648349307299307526","While the trolls continue to tweet abuse, disgusting lies &amp; remain jealous and obsessed with Harry @Ex_arv_sgt &amp; I. 
We continue to live in domestic bliss 👩🏻‍❤️‍💋‍👨🏻🏝️ at #LustyGlazeBeach 
#jealousmuch 
&amp; even Arthur dog doesn’t give a 💩 https://t.co/qtXTa0bEjb","https://twitter.com/Noora_AlAmoora/status/1648349307299307526","LustyGlazeBeach","jealousmuch",,,,,,,,,,,,,,,,,,,,,,,,,,"4342","73","3","11","2023-04-18T15:34:34.000Z"
"1646241870786314240","1646241870786314240","Timeline Cleanse!
#dogs #pets https://t.co/zKzypnn7oV","https://twitter.com/bunsenbernerbmd/status/1646241870786314240","dogs","pets",,,,,,,,,,,,,,,,,,,,,,,,,,"24467","1655","83","8","2023-04-12T20:00:22.000Z"
"1645565068963184641","1645565068963184641","Nala, an autism service dog, got to meet her hero and they immediately became best friends!🤗❤
#goldenretrievers #dogs #dogsoftwitter https://t.co/I7TAQmYUm3","https://twitter.com/goldenloverzone/status/1645565068963184641","goldenretrievers","dogs","dogsoftwitter",,,,,,,,,,,,,,,,,,,,,,,,,"11512","558","58","7","2023-04-10T23:11:00.000Z"
"1648347893575692290","1648347893575692290","Weird dog https://t.co/tjgMd9wRd2","https://twitter.com/RondoGrazioso/status/1648347893575692290",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2581","282","65","4","2023-04-18T15:28:57.000Z"
"1645488564950507533","1645488564950507533","Easter vibes 😂😂😂
#goldenretrievers #dogs #dogsoftwitter https://t.co/dnVI9qwjLa","https://twitter.com/goldenloverzone/status/1645488564950507533","goldenretrievers","dogs","dogsoftwitter",,,,,,,,,,,,,,,,,,,,,,,,,"54558","1832","180","15","2023-04-10T18:07:00.000Z"
"1648341354844659712","1648341354844659712","A plus-size influencer Jaelynn
Chaney demands free extra seats on all flights https://t.co/2L3jSsrCSB","https://twitter.com/ClownWorld_/status/1648341354844659712",,,,,,,,,,,,,,,,,,,,,,,,,,,,"837642","3062","301","2999","2023-04-18T15:02:58.000Z"
"1645393844840841217","1645393844840841217","Helpful puppy🥰🥰
#love #dogs https://t.co/kW8FW3eMWS","https://twitter.com/usa_retriever1/status/1645393844840841217","love","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,"35959","1575","121","6","2023-04-10T11:50:37.000Z"
"1648340649673117696","1648340649673117696","Freen and the dogs 🤍🐰🐶✨ #srchafreen https://t.co/qEXCFp1MR1","https://twitter.com/mami_zang/status/1648340649673117696","srchafreen",,,,,,,,,,,,,,,,,,,,,,,,,,,"243","15","3","0","2023-04-18T15:00:10.000Z"
"1645324180337078272","1645324180337078272","Cute or not?🥰🥰
#cute #dogs https://t.co/YjHHrYtdSY","https://twitter.com/usa_retriever1/status/1645324180337078272","cute","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,"18979","1090","65","4","2023-04-10T07:13:47.000Z"
"1648338824831856642","1648338824831856642","Somebody left the door open; the dog got out again https://t.co/enB5qBcnAp","https://twitter.com/Kotacat4/status/1648338824831856642",,,,,,,,,,,,,,,,,,,,,,,,,,,,"7918","616","108","15","2023-04-18T14:52:55.000Z"
"1644709893969178625","1644709893969178625","Loving  soon😺
#dogs #love https://t.co/BL3DKJfTvP","https://twitter.com/usa_retriever1/status/1644709893969178625","dogs","love",,,,,,,,,,,,,,,,,,,,,,,,,,"52678","2424","214","9","2023-04-08T14:32:50.000Z"
"1648325169054896138","1648325169054896138","Love or not?🥰

#boxerdoglover #boxerdog #boxerdoglover #dogsoftwitter https://t.co/DzUA7aEK6m","https://twitter.com/Boxerdoglovers8/status/1648325169054896138","boxerdoglover","boxerdog","boxerdoglover","dogsoftwitter",,,,,,,,,,,,,,,,,,,,,,,,"1098","145","15","3","2023-04-18T13:58:39.000Z"
"1648320878797783045","1648320878797783045","From FB:
""I can bet this was the flight attendants' favorite row of passengers on the plane!
Rex, Balam, and Orly rescue dogs from the Mexican Red Cross, enjoying their flight back to Mexico 📷"" https://t.co/At8RbJ4VNj","https://twitter.com/anbacagh/status/1648320878797783045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1647","160","32","11","2023-04-18T13:41:36.000Z"
"1648319708603781121","1648319708603781121","Dog menace in #noida Mahagun Moderne Sector 78.  A lady and her pet attacked by stray dogs. @CeoNoida @MahagunModerne_ https://t.co/6xgROHAsIt","https://twitter.com/KsHiTiJ86/status/1648319708603781121","noida",,,,,,,,,,,,,,,,,,,,,,,,,,,"6348","28","39","16","2023-04-18T13:36:57.000Z"
"1648312746302230528","1648312746302230528","During our rescue mission for a sick pup, our team encountered a mother dog who suddenly appeared on the road, blocking our team's path. It seems she was seeking our help and wanted to come with us to the shelter. We welcomed her and her pups,we gave her name, Hope, and our staff… https://t.co/E9OJWDfnGm","https://twitter.com/tawf_uk/status/1648312746302230528",,,,,,,,,,,,,,,,,,,,,,,,,,,,"795","63","33","8","2023-04-18T13:09:17.000Z"
"1647989318617628680","1647989318617628680","Are you bringing home a new puppy?! While you may be physically ready with all the right items, are you ready with what to do now once they’re here? Check out our tips to make your puppy’s transition as safe and as stress-free as possible. https://t.co/ur0HwgEY8c https://t.co/xjTDMZOFoE","https://twitter.com/totwpetfood/status/1647989318617628680",,,,,,,,,,,,,,,,,,,,,,,,,,,,"152","3","0","0","2023-04-17T15:44:06.000Z"
"1647749703562567680","1647749703562567680","Handsome and adorable, King Ghidorah #167500 loves everyone he meets. Friendly and social, he’s always ready for snuggles and playtime. But he loves people more than his dog-peers and NYCACC wants him out. Now TBK Tuesday, he deserves a chance. Please pledge RT King!
#RescueDogs… https://t.co/jUAJKDSFdm","https://twitter.com/TomJumboGrumbo/status/1647749703562567680","RescueDogs",,,,,,,,,,,,,,,,,,,,,,,,,,,"9982","203","343","0","2023-04-16T23:51:57.000Z"
"1644424059961352192","1644424059961352192","The trending popularity of speech buttons has owners claiming their dogs use human language to talk to them. Is this the next step in communication with man’s best friend or a gimmick?

Dr. Keira Moore takes us through the science of talking and what is really going on.","https://twitter.com/redesignthepath/status/1644424059961352192",,,,,,,,,,,,,,,,,,,,,,,,,,,,"248776","441","49","6","2023-04-07T19:37:02.000Z"
"1641529917169967104","1641529917169967104","GreenMeat ™ - The first fresh plant-based meat that's optimized for dogs! 🐶🌱
Our complete &amp; balanced recipes are made by a team of board-certified animal nutritionists.
Don't miss out on this healthy and sustainable option for your pup. Order now! California free shipping","https://twitter.com/PawCoFoods/status/1641529917169967104",,,,,,,,,,,,,,,,,,,,,,,,,,,,"249797","16","2","22","2023-03-30T19:56:45.000Z"
"1648382131213864960","1648382131213864960","🐶🐱 You can help homeless #pets - with just a RT!

#RehomeHour tweets &amp; RT's #adoptable pets who need a new loving home. ALL ARE WELCOME to participate.

Join us every Tuesday 8pm UK (3pm ET, 2 CT, 1 MT, 12 PT)

Hosted by @MillieOTLFP

#adoptdontshop #dogs #cats #rabbits #horses https://t.co/8Gj7P6UIXr","https://twitter.com/AdoptRescueCats/status/1648382131213864960","pets","RehomeHour","adoptable","adoptdontshop","dogs","cats","rabbits","horses",,,,,,,,,,,,,,,,,,,,"160","6","9","1","2023-04-18T17:45:00.000Z"
"1648375188873003046","1648375188873003046","Luna came to us spinning round and round, someone had cruely hacked off her tail💔. Luna would love a place to call home.
#dogsangelsireland #adoptdontshop #dogs #dogsoftwitter #rescue #Ireland #rescuedogs # https://t.co/yXIDKiyGI2","https://twitter.com/dogsangelsIRE/status/1648375188873003046","dogsangelsireland","adoptdontshop","dogs","dogsoftwitter","rescue","Ireland","rescuedogs",,,,,,,,,,,,,,,,,,,,,"264","17","5","0","2023-04-18T17:17:25.000Z"
"1648349871559303170","1648349871559303170","Kindness will save the  ruleness.🥰🥰🥰
#dogs #love https://t.co/uZCdl6F8op","https://twitter.com/usa_retriever1/status/1648349871559303170","dogs","love",,,,,,,,,,,,,,,,,,,,,,,,,,"193","19","3","2","2023-04-18T15:36:48.000Z"
"1648334009750147073","1648334009750147073","How cute?😍
#corgilover #corgi #corgislover #dogsoftwitter #dog #dogs https://t.co/k5YiryS1bB","https://twitter.com/CorgiHeaven4/status/1648334009750147073","corgilover","corgi","corgislover","dogsoftwitter","dog","dogs",,,,,,,,,,,,,,,,,,,,,,"62","11","1","0","2023-04-18T14:33:47.000Z"
"1648252466683875328","1648252466683875328","Every pup deserves a healthy start in life. We're on a mission to vaccinate stray puppies and keep them safe from diseases. Join us in making a difference in their lives and ensuring a brighter future for these furry friends. #VaccinateStrayPuppies 
#dogs
https://t.co/ifqxOQikn3 https://t.co/Wm60iapHrj","https://twitter.com/TheViditsharma/status/1648252466683875328","VaccinateStrayPuppies","dogs",,,,,,,,,,,,,,,,,,,,,,,,,,"2442","178","47","5","2023-04-18T09:09:45.000Z"
"1648333626021675009","1648333626021675009","How cute?😍
#corgilover #corgi #corgislover #dogsoftwitter #dog #dogs https://t.co/lDefzmub6S","https://twitter.com/CorgiHeaven4/status/1648333626021675009","corgilover","corgi","corgislover","dogsoftwitter","dog","dogs",,,,,,,,,,,,,,,,,,,,,,"54","9","1","0","2023-04-18T14:32:15.000Z"
"1648328681830633472","1648328681830633472","How cute?😍
#puglover #pug #pugslover #dogsoftwitter #dog #dogs https://t.co/x8f7BMbW78","https://twitter.com/HeavenPug/status/1648328681830633472","puglover","pug","pugslover","dogsoftwitter","dog","dogs",,,,,,,,,,,,,,,,,,,,,,"117","22","1","0","2023-04-18T14:12:36.000Z"
"1648224750026772481","1648224750026772481","😍😍😍😍
Rate This Cuteness 10-100??📷📷
-
 #dog #dogs #scotland #dogsoftwitter #Easter2023 #captainchaos #puppylove #puppies #goldenretriever https://t.co/L0EQioh8eM","https://twitter.com/_goldenretrieve/status/1648224750026772481","dog","dogs","scotland","dogsoftwitter","Easter2023","captainchaos","puppylove","puppies","goldenretriever",,,,,,,,,,,,,,,,,,,"465","64","9","2","2023-04-18T07:19:37.000Z"
"1648151147281018884","1648151147281018884","#Dog #Naomi_CCSTCA_05 Enjoying being brushed https://t.co/yWL6FF13Oq https://t.co/iItEJVdOBW","https://twitter.com/AdoptCCAnimals/status/1648151147281018884","Dog","Naomi_CCSTCA_05",,,,,,,,,,,,,,,,,,,,,,,,,,"565","58","47","0","2023-04-18T02:27:09.000Z"
"1648148941488246784","1648148941488246784","#Dog #Bonnie_CCSTCA_33 Loves pets and attention  https://t.co/GKNpoOUUA8 https://t.co/5khmMwJZK9","https://twitter.com/AdoptCCAnimals/status/1648148941488246784","Dog","Bonnie_CCSTCA_33",,,,,,,,,,,,,,,,,,,,,,,,,,"286","31","33","1","2023-04-18T02:18:23.000Z"
"1648390061086351370","1648390061086351370","When you scream at me, this is who you’re screaming at https://t.co/Ue6MT2lKvF","https://twitter.com/weird_dog_thing/status/1648390061086351370",,,,,,,,,,,,,,,,,,,,,,,,,,,,"64","9","1","0","2023-04-18T18:16:30.000Z"
"1648059224017063955","1648059224017063955","Evidentshly a product called tato chippies has entered dis house. One dropped I ates it quick. Heben I in heben. And my heart beats so that’s I can hardly speak #Dogsarefamily #dogs #dogsoftwitter #cheektocheek https://t.co/wABAfNbKBU","https://twitter.com/kweeos/status/1648059224017063955","Dogsarefamily","dogs","dogsoftwitter","cheektocheek",,,,,,,,,,,,,,,,,,,,,,,,"4828","535","22","37","2023-04-17T20:21:53.000Z"
"1648389215040966656","1648389215040966656","I MISS MY BOY AND HIS GAY DOG https://t.co/Mv4RqxQu95","https://twitter.com/marshplaylist/status/1648389215040966656",,,,,,,,,,,,,,,,,,,,,,,,,,,,"330","26","2","2","2023-04-18T18:13:09.000Z"
"1648148815487049729","1648148815487049729","#Dog #Bonnie_CCSTCA_33 Such a beautiful coat https://t.co/GKNpoOUUA8 https://t.co/J1VtJ6ORoe","https://twitter.com/AdoptCCAnimals/status/1648148815487049729","Dog","Bonnie_CCSTCA_33",,,,,,,,,,,,,,,,,,,,,,,,,,"284","30","23","0","2023-04-18T02:17:53.000Z"
"1648388660541390851","1648388660541390851","2023 Headlines….sounds about right 😂","https://twitter.com/DogRightGirl/status/1648388660541390851",,,,,,,,,,,,,,,,,,,,,,,,,,,,"719","12","5","3","2023-04-18T18:10:56.000Z"
"1648092099298881541","1648092099298881541","🐾👱🏼‍♀️🎸 Puggy n Beautiful 🤩❤️🤩 and I knows dis #dolly #puglife #blackpug #dog https://t.co/QH0yxNKKNy","https://twitter.com/dollypugton/status/1648092099298881541","dolly","puglife","blackpug","dog",,,,,,,,,,,,,,,,,,,,,,,,"556","92","4","2","2023-04-17T22:32:31.000Z"
"1648054530012073996","1648054530012073996","Please retweet to help Tiana find a home #BIRMINGHAM #UK   

Affectionate, loveable Cane Corso aged 2. Looking for an adult home to go on with training and socialisation. She needs to be the only pet, please share  
DETAILS or APPLY👇
https://t.co/IcWT1bXYzG #dogs #CaneCorso #pet https://t.co/ap6Xvx7fom","https://twitter.com/AdoptionsUk/status/1648054530012073996","BIRMINGHAM","UK","dogs","CaneCorso","pet",,,,,,,,,,,,,,,,,,,,,,,"8415","248","432","5","2023-04-17T20:03:13.000Z"
"1648381640001945604","1648381640001945604","Transgender sex worker who infected client with HIV fights deportation https://t.co/gMuTj1TjrI https://t.co/iTE8UFHBVw","https://twitter.com/nypost/status/1648381640001945604",,,,,,,,,,,,,,,,,,,,,,,,,,,,"82933","140","72","136","2023-04-18T17:43:03.000Z"
